PM2.5,PM10,Temp,Humidity,hour,pm25_lag_1,pm25_lag_2,temp_lag_1
35.16,46.413333333333334,36.406,68.984,9,35.65333333333333,36.14666666666667,34.892
34.666666666666664,46.0,37.92,63.279999999999994,10,35.16,35.65333333333333,36.406
37.0,50.65,38.06,63.379999999999995,11,34.666666666666664,35.16,37.92
21.3,25.0,36.771428571428565,68.1,12,37.0,34.666666666666664,38.06
21.419999999999998,26.444,36.84285714285714,67.97142857142858,13,21.3,37.0,36.771428571428565
20.083333333333332,27.2,36.425,68.175,14,21.419999999999998,21.3,36.84285714285714
26.425555555555555,34.91111111111111,35.739999999999995,69.9,15,20.083333333333332,21.419999999999998,36.425
21.066666666666666,24.8,34.199999999999996,73.93333333333334,16,26.425555555555555,20.083333333333332,35.739999999999995
19.716,25.919999999999998,31.9,81.1,17,21.066666666666666,26.425555555555555,34.199999999999996
22.79625,32.13125,31.566666666666666,83.0,18,19.716,21.066666666666666,31.9
18.355555555555554,23.63111111111111,31.2875,84.0875,19,22.79625,19.716,31.566666666666666
19.23888888888889,24.538888888888888,31.075,84.80000000000001,20,18.355555555555554,22.79625,31.2875
29.51,38.010000000000005,30.885714285714283,84.72857142857143,21,19.23888888888889,18.355555555555554,31.075
29.986153846153847,38.93871794871795,31.217582417582413,83.18791208791208,22,29.51,19.23888888888889,30.885714285714283
30.462307692307693,39.867435897435904,31.549450549450547,81.64725274725275,23,29.986153846153847,29.51,31.217582417582413
